timestamp,soil_moisture,air_temp,humidity,leaf_wetness
2025-01-01,35.63109406712854,26.756144458811768,75.91718057408809,9.483789336567195
2025-01-02,27.20427178568076,15.314131601989203,42.712353330456914,2.497755746891496
2025-01-03,75.02649244348879,15.026738854579499,77.2712962789068,4.831570179573065
2025-01-04,66.74163430748067,18.650408041274783,89.81950761326151,3.8755626427009995
2025-01-05,48.87886477602967,23.477203696229953,75.85688060073974,9.555048196513939
2025-01-06,51.584869291185726,30.849910758583032,88.3129557414596,1.9222774988827163
2025-01-07,40.213374503493625,18.2695821286706,59.30194626900993,4.446759816917089
2025-01-08,46.983855778388914,33.81837290140396,41.9393637636995,5.292909079774683
2025-01-09,24.86165297810344,19.300663639447635,77.95908923757841,4.482666072647782
2025-01-10,27.73872350893417,22.98642777963739,46.75654150494423,6.127034110178929
2025-01-11,72.45516387846709,34.50909763783575,79.2652829852509,6.4770669257098925
2025-01-12,31.676282105378682,23.552894201108217,67.74322129466522,0.8939807428001689
2025-01-13,37.745559903776446,30.790224469846947,49.610662412607574,6.37280613269604
2025-01-14,34.82569385148645,32.134398935205965,86.58994221677665,9.437736559464604
2025-01-15,39.985675963618334,28.351426387567457,52.856832323560475,1.6239667865643503
2025-01-16,22.722436943116968,19.87996385010259,72.20877668995611,4.659308794739456
2025-01-17,37.12286050930456,16.613139807897905,54.12510521316971,6.579920980902835
2025-01-18,31.085614513409563,16.317313457528947,43.17030562654175,4.8562565222253005
2025-01-19,23.829396186770655,25.999397639173978,52.60989621814428,8.373708817452302
2025-01-20,20.29217727704911,21.279342380795732,88.8042567573128,3.260492372690168
2025-01-21,69.1619019654908,27.47119154109271,50.53302011160965,2.7162919529750673
2025-01-22,56.06506750395589,28.786416269511864,40.36896575921656,6.2764730081897095
2025-01-23,56.10326140721685,29.1498412517074,55.93601689686987,6.402450591740254
2025-01-24,26.517776400303397,30.074802611603882,58.60799668487719,4.662656285156609
2025-01-25,24.90105223946952,19.138013151784914,50.703684367932404,8.21525456428818
2025-01-26,35.29104351298233,28.01535988081059,67.94026422872088,5.559758358363216
2025-01-27,75.97131536335445,16.8491801390206,48.376108338713884,6.297048589447536
2025-01-28,54.0303604102876,16.81484772999964,65.65516493398336,5.546288401834477
2025-01-29,73.82752504839922,27.22858068406226,50.52641565534137,6.032376303932029
2025-01-30,38.669845932847025,22.04618614860649,65.81835236749237,6.689034308657019
