NDVI,GNDVI,SAVI,SoilIndex,soil_moisture,air_temp,humidity,leaf_wetness,crop_health,pest_risk
-0.24601985151415964,-0.2158883339310603,-0.23783892978894183,1.4748498986365708,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,low
-0.36359183869191447,-0.1017126558258819,-0.31709457327437063,0.6515535263060954,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,stressed,low
0.34797233506142056,0.5352432346799683,0.38593989059693196,32.79048680951065,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,stressed,low
0.334981747848957,0.05762243078720501,0.28894848745843127,0.3808953028145403,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,medium
0.02347732919830918,0.7563721989736885,0.02508430427038081,0.6374372940272618,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,low
0.9094931119560457,0.5754819658817762,0.9015260347584384,0.17001908602513688,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,medium
-0.33928666971407195,-0.18276410699525655,-0.37523927907006505,5.651724366433941,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,low
-0.08100730486968538,0.04661440329115806,-0.08592809352051439,1.2386546457080843,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,stressed,medium
0.38374456088765424,0.35000475950486465,0.3049171009295959,0.22278808638996833,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,medium
0.20786111613044533,-0.24468406419215266,0.1006812694680124,0.1920838766735769,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,stressed,medium
-0.4046636077646352,-0.28257953540586206,-0.38656531046159576,0.8064938494431021,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,healthy,medium
0.92318857045233,0.6024300230671252,0.8272981884476565,0.06239625375212512,0.7400275435236366,1.4732543435375576,0.9085927185503538,1.1756030700193991,stressed,medium
